sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
18.11.2023 00:00;
18.11.2023 00:10;
18.11.2023 00:20;
18.11.2023 00:30;
18.11.2023 00:40;
18.11.2023 00:50;
18.11.2023 01:00;
18.11.2023 01:10;
18.11.2023 01:20;
18.11.2023 01:30;
18.11.2023 01:40;
18.11.2023 01:50;
18.11.2023 02:00;
18.11.2023 02:10;
18.11.2023 02:20;
18.11.2023 02:30;
18.11.2023 02:40;
18.11.2023 02:50;
18.11.2023 03:00;
18.11.2023 03:10;
18.11.2023 03:20;
18.11.2023 03:30;
18.11.2023 03:40;
18.11.2023 03:50;
18.11.2023 04:00;
18.11.2023 04:10;
18.11.2023 04:20;
18.11.2023 04:30;
18.11.2023 04:40;
18.11.2023 04:50;
18.11.2023 05:00;
18.11.2023 05:10;
18.11.2023 05:20;
18.11.2023 05:30;
18.11.2023 05:40;
18.11.2023 05:50;
18.11.2023 06:00;
18.11.2023 06:10;
18.11.2023 06:20;
18.11.2023 06:30;
18.11.2023 06:40;
18.11.2023 06:50;
18.11.2023 07:00;
18.11.2023 07:10;
18.11.2023 07:20;
18.11.2023 07:30;
18.11.2023 07:40;
18.11.2023 07:50;
18.11.2023 08:00;
18.11.2023 08:10;
18.11.2023 08:20;
18.11.2023 08:30;
18.11.2023 08:40;46653,939
18.11.2023 08:50;46653,939
18.11.2023 09:00;46653,939
18.11.2023 09:10;46653,942
18.11.2023 09:20;46653,944
18.11.2023 09:30;46653,949
18.11.2023 09:40;46653,961
18.11.2023 09:50;46653,985
18.11.2023 10:00;46654,013
18.11.2023 10:10;46654,041
18.11.2023 10:20;46654,068
18.11.2023 10:30;46654,102
18.11.2023 10:40;46654,136
18.11.2023 10:50;46654,165
18.11.2023 11:00;46654,186
18.11.2023 11:10;46654,213
18.11.2023 11:20;46654,250
18.11.2023 11:30;46654,292
18.11.2023 11:40;46654,332
18.11.2023 11:50;46654,371
18.11.2023 12:00;46654,406
18.11.2023 12:10;46654,437
18.11.2023 12:20;46654,462
18.11.2023 12:30;46654,491
18.11.2023 12:40;46654,520
18.11.2023 12:50;46654,547
18.11.2023 13:00;46654,567
18.11.2023 13:10;46654,591
18.11.2023 13:20;46654,623
18.11.2023 13:30;46654,654
18.11.2023 13:40;46654,683
18.11.2023 13:50;46654,716
18.11.2023 14:00;46654,743
18.11.2023 14:10;46654,774
18.11.2023 14:20;46654,800
18.11.2023 14:30;46654,822
18.11.2023 14:40;46654,837
18.11.2023 14:50;46654,850
18.11.2023 15:00;46654,868
18.11.2023 15:10;46654,888
18.11.2023 15:20;46654,904
18.11.2023 15:30;46654,917
18.11.2023 15:40;46654,931
18.11.2023 15:50;46654,941
18.11.2023 16:00;46654,948
18.11.2023 16:10;46654,949
18.11.2023 16:20;46654,951
18.11.2023 16:30;46654,953
18.11.2023 16:40;46654,956
18.11.2023 16:50;46654,958
18.11.2023 17:00;46654,959
18.11.2023 17:10;46654,960
18.11.2023 17:20;46654,961
18.11.2023 17:30;46654,961
18.11.2023 17:40;
18.11.2023 17:50;
18.11.2023 18:00;
18.11.2023 18:10;
18.11.2023 18:20;
18.11.2023 18:30;
18.11.2023 18:40;
18.11.2023 18:50;
18.11.2023 19:00;
18.11.2023 19:10;
18.11.2023 19:20;
18.11.2023 19:30;
18.11.2023 19:40;
18.11.2023 19:50;
18.11.2023 20:00;
18.11.2023 20:10;
18.11.2023 20:20;
18.11.2023 20:30;
18.11.2023 20:40;
18.11.2023 20:50;
18.11.2023 21:00;
18.11.2023 21:10;
18.11.2023 21:20;
18.11.2023 21:30;
18.11.2023 21:40;
18.11.2023 21:50;
18.11.2023 22:00;
18.11.2023 22:10;
18.11.2023 22:20;
18.11.2023 22:30;
18.11.2023 22:40;
18.11.2023 22:50;
18.11.2023 23:00;
18.11.2023 23:10;
18.11.2023 23:20;
18.11.2023 23:30;
18.11.2023 23:40;
18.11.2023 23:50;
