sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
04.11.2023 00:00;
04.11.2023 00:10;
04.11.2023 00:20;
04.11.2023 00:30;
04.11.2023 00:40;
04.11.2023 00:50;
04.11.2023 01:00;
04.11.2023 01:10;
04.11.2023 01:20;
04.11.2023 01:30;
04.11.2023 01:40;
04.11.2023 01:50;
04.11.2023 02:00;
04.11.2023 02:10;
04.11.2023 02:20;
04.11.2023 02:30;
04.11.2023 02:40;
04.11.2023 02:50;
04.11.2023 03:00;
04.11.2023 03:10;
04.11.2023 03:20;
04.11.2023 03:30;
04.11.2023 03:40;
04.11.2023 03:50;
04.11.2023 04:00;
04.11.2023 04:10;
04.11.2023 04:20;
04.11.2023 04:30;
04.11.2023 04:40;
04.11.2023 04:50;
04.11.2023 05:00;
04.11.2023 05:10;
04.11.2023 05:20;
04.11.2023 05:30;
04.11.2023 05:40;
04.11.2023 05:50;
04.11.2023 06:00;
04.11.2023 06:10;
04.11.2023 06:20;
04.11.2023 06:30;
04.11.2023 06:40;
04.11.2023 06:50;
04.11.2023 07:00;
04.11.2023 07:10;
04.11.2023 07:20;
04.11.2023 07:30;
04.11.2023 07:40;
04.11.2023 07:50;
04.11.2023 08:00;
04.11.2023 08:10;
04.11.2023 08:20;
04.11.2023 08:30;46619,728
04.11.2023 08:40;46619,728
04.11.2023 08:50;46619,732
04.11.2023 09:00;46619,734
04.11.2023 09:10;46619,737
04.11.2023 09:20;46619,745
04.11.2023 09:30;46619,752
04.11.2023 09:40;46619,769
04.11.2023 09:50;46619,785
04.11.2023 10:00;46619,805
04.11.2023 10:10;46619,833
04.11.2023 10:20;46619,875
04.11.2023 10:30;46619,923
04.11.2023 10:40;46619,970
04.11.2023 10:50;46620,003
04.11.2023 11:00;46620,112
04.11.2023 11:10;46620,255
04.11.2023 11:20;46620,318
04.11.2023 11:30;46620,443
04.11.2023 11:40;46620,663
04.11.2023 11:50;46620,928
04.11.2023 12:00;46621,063
04.11.2023 12:10;46621,259
04.11.2023 12:20;46621,407
04.11.2023 12:30;46621,511
04.11.2023 12:40;46621,581
04.11.2023 12:50;46621,647
04.11.2023 13:00;46621,712
04.11.2023 13:10;46621,766
04.11.2023 13:20;46621,821
04.11.2023 13:30;46621,869
04.11.2023 13:40;46621,913
04.11.2023 13:50;46621,934
04.11.2023 14:00;46621,951
04.11.2023 14:10;46621,981
04.11.2023 14:20;46622,021
04.11.2023 14:30;46622,059
04.11.2023 14:40;46622,085
04.11.2023 14:50;46622,110
04.11.2023 15:00;46622,128
04.11.2023 15:10;46622,156
04.11.2023 15:20;46622,179
04.11.2023 15:30;46622,209
04.11.2023 15:40;46622,234
04.11.2023 15:50;46622,270
04.11.2023 16:00;46622,300
04.11.2023 16:10;46622,331
04.11.2023 16:20;46622,366
04.11.2023 16:30;46622,384
04.11.2023 16:40;46622,393
04.11.2023 16:50;46622,437
04.11.2023 17:00;46622,484
04.11.2023 17:10;46622,507
04.11.2023 17:20;46622,520
04.11.2023 17:30;46622,535
04.11.2023 17:40;46622,537
04.11.2023 17:50;46622,538
04.11.2023 18:00;46622,538
04.11.2023 18:10;
04.11.2023 18:20;
04.11.2023 18:30;
04.11.2023 18:40;
04.11.2023 18:50;
04.11.2023 19:00;
04.11.2023 19:10;
04.11.2023 19:20;
04.11.2023 19:30;
04.11.2023 19:40;
04.11.2023 19:50;
04.11.2023 20:00;
04.11.2023 20:10;
04.11.2023 20:20;
04.11.2023 20:30;
04.11.2023 20:40;
04.11.2023 20:50;
04.11.2023 21:00;
04.11.2023 21:10;
04.11.2023 21:20;
04.11.2023 21:30;
04.11.2023 21:40;
04.11.2023 21:50;
04.11.2023 22:00;
04.11.2023 22:10;
04.11.2023 22:20;
04.11.2023 22:30;
04.11.2023 22:40;
04.11.2023 22:50;
04.11.2023 23:00;
04.11.2023 23:10;
04.11.2023 23:20;
04.11.2023 23:30;
04.11.2023 23:40;
04.11.2023 23:50;
