sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
03.11.2023 00:00;
03.11.2023 00:10;
03.11.2023 00:20;
03.11.2023 00:30;
03.11.2023 00:40;
03.11.2023 00:50;
03.11.2023 01:00;
03.11.2023 01:10;
03.11.2023 01:20;
03.11.2023 01:30;
03.11.2023 01:40;
03.11.2023 01:50;
03.11.2023 02:00;
03.11.2023 02:10;
03.11.2023 02:20;
03.11.2023 02:30;
03.11.2023 02:40;
03.11.2023 02:50;
03.11.2023 03:00;
03.11.2023 03:10;
03.11.2023 03:20;
03.11.2023 03:30;
03.11.2023 03:40;
03.11.2023 03:50;
03.11.2023 04:00;
03.11.2023 04:10;
03.11.2023 04:20;
03.11.2023 04:30;
03.11.2023 04:40;
03.11.2023 04:50;
03.11.2023 05:00;
03.11.2023 05:10;
03.11.2023 05:20;
03.11.2023 05:30;
03.11.2023 05:40;
03.11.2023 05:50;
03.11.2023 06:00;
03.11.2023 06:10;
03.11.2023 06:20;
03.11.2023 06:30;
03.11.2023 06:40;
03.11.2023 06:50;
03.11.2023 07:00;
03.11.2023 07:10;
03.11.2023 07:20;
03.11.2023 07:30;
03.11.2023 07:40;
03.11.2023 07:50;
03.11.2023 08:00;
03.11.2023 08:10;
03.11.2023 08:20;
03.11.2023 08:30;
03.11.2023 08:40;
03.11.2023 08:50;46614,104
03.11.2023 09:00;46614,104
03.11.2023 09:10;46614,104
03.11.2023 09:20;46614,104
03.11.2023 09:30;46614,106
03.11.2023 09:40;46614,111
03.11.2023 09:50;46614,125
03.11.2023 10:00;46614,154
03.11.2023 10:10;46614,181
03.11.2023 10:20;46614,216
03.11.2023 10:30;46614,258
03.11.2023 10:40;46614,306
03.11.2023 10:50;46614,391
03.11.2023 11:00;46614,480
03.11.2023 11:10;46614,599
03.11.2023 11:20;46614,685
03.11.2023 11:30;46614,812
03.11.2023 11:40;46615,017
03.11.2023 11:50;46615,257
03.11.2023 12:00;46615,426
03.11.2023 12:10;46615,489
03.11.2023 12:20;46615,523
03.11.2023 12:30;46615,549
03.11.2023 12:40;46615,574
03.11.2023 12:50;46615,614
03.11.2023 13:00;46615,807
03.11.2023 13:10;46616,270
03.11.2023 13:20;46616,722
03.11.2023 13:30;46617,078
03.11.2023 13:40;46617,198
03.11.2023 13:50;46617,325
03.11.2023 14:00;46617,506
03.11.2023 14:10;46617,695
03.11.2023 14:20;46617,769
03.11.2023 14:30;46617,871
03.11.2023 14:40;46617,952
03.11.2023 14:50;46618,103
03.11.2023 15:00;46618,380
03.11.2023 15:10;46618,549
03.11.2023 15:20;46618,827
03.11.2023 15:30;46619,144
03.11.2023 15:40;46619,341
03.11.2023 15:50;46619,424
03.11.2023 16:00;46619,489
03.11.2023 16:10;46619,527
03.11.2023 16:20;46619,573
03.11.2023 16:30;46619,603
03.11.2023 16:40;46619,651
03.11.2023 16:50;46619,679
03.11.2023 17:00;46619,694
03.11.2023 17:10;46619,706
03.11.2023 17:20;46619,715
03.11.2023 17:30;46619,723
03.11.2023 17:40;46619,727
03.11.2023 17:50;46619,728
03.11.2023 18:00;46619,728
03.11.2023 18:10;46619,728
03.11.2023 18:20;
03.11.2023 18:30;
03.11.2023 18:40;
03.11.2023 18:50;
03.11.2023 19:00;
03.11.2023 19:10;
03.11.2023 19:20;
03.11.2023 19:30;
03.11.2023 19:40;
03.11.2023 19:50;
03.11.2023 20:00;
03.11.2023 20:10;
03.11.2023 20:20;
03.11.2023 20:30;
03.11.2023 20:40;
03.11.2023 20:50;
03.11.2023 21:00;
03.11.2023 21:10;
03.11.2023 21:20;
03.11.2023 21:30;
03.11.2023 21:40;
03.11.2023 21:50;
03.11.2023 22:00;
03.11.2023 22:10;
03.11.2023 22:20;
03.11.2023 22:30;
03.11.2023 22:40;
03.11.2023 22:50;
03.11.2023 23:00;
03.11.2023 23:10;
03.11.2023 23:20;
03.11.2023 23:30;
03.11.2023 23:40;
03.11.2023 23:50;
