sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
21.12.2023 00:00;
21.12.2023 00:10;
21.12.2023 00:20;
21.12.2023 00:30;
21.12.2023 00:40;
21.12.2023 00:50;
21.12.2023 01:00;
21.12.2023 01:10;
21.12.2023 01:20;
21.12.2023 01:30;
21.12.2023 01:40;
21.12.2023 01:50;
21.12.2023 02:00;
21.12.2023 02:10;
21.12.2023 02:20;
21.12.2023 02:30;
21.12.2023 02:40;
21.12.2023 02:50;
21.12.2023 03:00;
21.12.2023 03:10;
21.12.2023 03:20;
21.12.2023 03:30;
21.12.2023 03:40;
21.12.2023 03:50;
21.12.2023 04:00;
21.12.2023 04:10;
21.12.2023 04:20;
21.12.2023 04:30;
21.12.2023 04:40;
21.12.2023 04:50;
21.12.2023 05:00;
21.12.2023 05:10;
21.12.2023 05:20;
21.12.2023 05:30;
21.12.2023 05:40;
21.12.2023 05:50;
21.12.2023 06:00;
21.12.2023 06:10;
21.12.2023 06:20;
21.12.2023 06:30;
21.12.2023 06:40;
21.12.2023 06:50;
21.12.2023 07:00;
21.12.2023 07:10;
21.12.2023 07:20;
21.12.2023 07:30;
21.12.2023 07:40;
21.12.2023 07:50;
21.12.2023 08:00;
21.12.2023 08:10;
21.12.2023 08:20;
21.12.2023 08:30;
21.12.2023 08:40;
21.12.2023 08:50;
21.12.2023 09:00;
21.12.2023 09:10;
21.12.2023 09:20;
21.12.2023 09:30;
21.12.2023 09:40;
21.12.2023 09:50;46718,910
21.12.2023 10:00;46718,910
21.12.2023 10:10;46718,910
21.12.2023 10:20;46718,910
21.12.2023 10:30;46718,911
21.12.2023 10:40;46718,912
21.12.2023 10:50;46718,914
21.12.2023 11:00;46718,916
21.12.2023 11:10;46718,917
21.12.2023 11:20;46718,921
21.12.2023 11:30;46718,927
21.12.2023 11:40;46718,929
21.12.2023 11:50;46718,931
21.12.2023 12:00;46718,933
21.12.2023 12:10;46718,939
21.12.2023 12:20;46718,946
21.12.2023 12:30;46718,958
21.12.2023 12:40;46718,971
21.12.2023 12:50;46718,984
21.12.2023 13:00;46718,993
21.12.2023 13:10;46719,005
21.12.2023 13:20;46719,020
21.12.2023 13:30;46719,034
21.12.2023 13:40;46719,046
21.12.2023 13:50;46719,056
21.12.2023 14:00;46719,067
21.12.2023 14:10;46719,075
21.12.2023 14:20;46719,086
21.12.2023 14:30;46719,096
21.12.2023 14:40;46719,103
21.12.2023 14:50;46719,108
21.12.2023 15:00;46719,113
21.12.2023 15:10;46719,119
21.12.2023 15:20;46719,126
21.12.2023 15:30;46719,128
21.12.2023 15:40;46719,128
21.12.2023 15:50;46719,128
21.12.2023 16:00;46719,128
21.12.2023 16:10;46719,129
21.12.2023 16:20;46719,130
21.12.2023 16:30;46719,131
21.12.2023 16:40;46719,133
21.12.2023 16:50;46719,135
21.12.2023 17:00;46719,135
21.12.2023 17:10;46719,135
21.12.2023 17:20;46719,135
21.12.2023 17:30;
21.12.2023 17:40;
21.12.2023 17:50;
21.12.2023 18:00;
21.12.2023 18:10;
21.12.2023 18:20;
21.12.2023 18:30;
21.12.2023 18:40;
21.12.2023 18:50;
21.12.2023 19:00;
21.12.2023 19:10;
21.12.2023 19:20;
21.12.2023 19:30;
21.12.2023 19:40;
21.12.2023 19:50;
21.12.2023 20:00;
21.12.2023 20:10;
21.12.2023 20:20;
21.12.2023 20:30;
21.12.2023 20:40;
21.12.2023 20:50;
21.12.2023 21:00;
21.12.2023 21:10;
21.12.2023 21:20;
21.12.2023 21:30;
21.12.2023 21:40;
21.12.2023 21:50;
21.12.2023 22:00;
21.12.2023 22:10;
21.12.2023 22:20;
21.12.2023 22:30;
21.12.2023 22:40;
21.12.2023 22:50;
21.12.2023 23:00;
21.12.2023 23:10;
21.12.2023 23:20;
21.12.2023 23:30;
21.12.2023 23:40;
21.12.2023 23:50;
