sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
07.12.2023 00:00;
07.12.2023 00:10;
07.12.2023 00:20;
07.12.2023 00:30;
07.12.2023 00:40;
07.12.2023 00:50;
07.12.2023 01:00;
07.12.2023 01:10;
07.12.2023 01:20;
07.12.2023 01:30;
07.12.2023 01:40;
07.12.2023 01:50;
07.12.2023 02:00;
07.12.2023 02:10;
07.12.2023 02:20;
07.12.2023 02:30;
07.12.2023 02:40;
07.12.2023 02:50;
07.12.2023 03:00;
07.12.2023 03:10;
07.12.2023 03:20;
07.12.2023 03:30;
07.12.2023 03:40;
07.12.2023 03:50;
07.12.2023 04:00;
07.12.2023 04:10;
07.12.2023 04:20;
07.12.2023 04:30;
07.12.2023 04:40;
07.12.2023 04:50;
07.12.2023 05:00;
07.12.2023 05:10;
07.12.2023 05:20;
07.12.2023 05:30;
07.12.2023 05:40;
07.12.2023 05:50;
07.12.2023 06:00;
07.12.2023 06:10;
07.12.2023 06:20;
07.12.2023 06:30;
07.12.2023 06:40;
07.12.2023 06:50;
07.12.2023 07:00;
07.12.2023 07:10;
07.12.2023 07:20;
07.12.2023 07:30;
07.12.2023 07:40;
07.12.2023 07:50;
07.12.2023 08:00;
07.12.2023 08:10;
07.12.2023 08:20;
07.12.2023 08:30;
07.12.2023 08:40;
07.12.2023 08:50;
07.12.2023 09:00;
07.12.2023 09:10;46683,257
07.12.2023 09:20;46683,257
07.12.2023 09:30;46683,257
07.12.2023 09:40;46683,259
07.12.2023 09:50;46683,262
07.12.2023 10:00;46683,278
07.12.2023 10:10;46683,346
07.12.2023 10:20;46683,427
07.12.2023 10:30;46683,549
07.12.2023 10:40;46683,703
07.12.2023 10:50;46683,912
07.12.2023 11:00;46684,137
07.12.2023 11:10;46684,381
07.12.2023 11:20;46684,622
07.12.2023 11:30;46684,874
07.12.2023 11:40;46685,135
07.12.2023 11:50;46685,417
07.12.2023 12:00;46685,699
07.12.2023 12:10;46685,897
07.12.2023 12:20;46686,043
07.12.2023 12:30;46686,174
07.12.2023 12:40;46686,342
07.12.2023 12:50;46686,521
07.12.2023 13:00;46686,884
07.12.2023 13:10;46687,093
07.12.2023 13:20;46687,310
07.12.2023 13:30;46687,531
07.12.2023 13:40;46687,647
07.12.2023 13:50;46687,738
07.12.2023 14:00;46687,811
07.12.2023 14:10;46687,850
07.12.2023 14:20;46687,893
07.12.2023 14:30;46687,947
07.12.2023 14:40;46688,003
07.12.2023 14:50;46688,048
07.12.2023 15:00;46688,090
07.12.2023 15:10;46688,119
07.12.2023 15:20;46688,149
07.12.2023 15:30;46688,177
07.12.2023 15:40;46688,203
07.12.2023 15:50;46688,214
07.12.2023 16:00;46688,223
07.12.2023 16:10;46688,228
07.12.2023 16:20;46688,234
07.12.2023 16:30;46688,240
07.12.2023 16:40;46688,246
07.12.2023 16:50;46688,254
07.12.2023 17:00;46688,256
07.12.2023 17:10;46688,256
07.12.2023 17:20;46688,256
07.12.2023 17:30;46688,256
07.12.2023 17:40;
07.12.2023 17:50;
07.12.2023 18:00;
07.12.2023 18:10;
07.12.2023 18:20;
07.12.2023 18:30;
07.12.2023 18:40;
07.12.2023 18:50;
07.12.2023 19:00;
07.12.2023 19:10;
07.12.2023 19:20;
07.12.2023 19:30;
07.12.2023 19:40;
07.12.2023 19:50;
07.12.2023 20:00;
07.12.2023 20:10;
07.12.2023 20:20;
07.12.2023 20:30;
07.12.2023 20:40;
07.12.2023 20:50;
07.12.2023 21:00;
07.12.2023 21:10;
07.12.2023 21:20;
07.12.2023 21:30;
07.12.2023 21:40;
07.12.2023 21:50;
07.12.2023 22:00;
07.12.2023 22:10;
07.12.2023 22:20;
07.12.2023 22:30;
07.12.2023 22:40;
07.12.2023 22:50;
07.12.2023 23:00;
07.12.2023 23:10;
07.12.2023 23:20;
07.12.2023 23:30;
07.12.2023 23:40;
07.12.2023 23:50;
