sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
09.12.2023 00:00;
09.12.2023 00:10;
09.12.2023 00:20;
09.12.2023 00:30;
09.12.2023 00:40;
09.12.2023 00:50;
09.12.2023 01:00;
09.12.2023 01:10;
09.12.2023 01:20;
09.12.2023 01:30;
09.12.2023 01:40;
09.12.2023 01:50;
09.12.2023 02:00;
09.12.2023 02:10;
09.12.2023 02:20;
09.12.2023 02:30;
09.12.2023 02:40;
09.12.2023 02:50;
09.12.2023 03:00;
09.12.2023 03:10;
09.12.2023 03:20;
09.12.2023 03:30;
09.12.2023 03:40;
09.12.2023 03:50;
09.12.2023 04:00;
09.12.2023 04:10;
09.12.2023 04:20;
09.12.2023 04:30;
09.12.2023 04:40;
09.12.2023 04:50;
09.12.2023 05:00;
09.12.2023 05:10;
09.12.2023 05:20;
09.12.2023 05:30;
09.12.2023 05:40;
09.12.2023 05:50;
09.12.2023 06:00;
09.12.2023 06:10;
09.12.2023 06:20;
09.12.2023 06:30;
09.12.2023 06:40;
09.12.2023 06:50;
09.12.2023 07:00;
09.12.2023 07:10;
09.12.2023 07:20;
09.12.2023 07:30;
09.12.2023 07:40;
09.12.2023 07:50;
09.12.2023 08:00;
09.12.2023 08:10;
09.12.2023 08:20;
09.12.2023 08:30;
09.12.2023 08:40;
09.12.2023 08:50;
09.12.2023 09:00;
09.12.2023 09:10;
09.12.2023 09:20;
09.12.2023 09:30;
09.12.2023 09:40;46688,560
09.12.2023 09:50;46688,560
09.12.2023 10:00;46688,560
09.12.2023 10:10;46688,561
09.12.2023 10:20;46688,562
09.12.2023 10:30;46688,563
09.12.2023 10:40;46688,564
09.12.2023 10:50;46688,569
09.12.2023 11:00;46688,596
09.12.2023 11:10;46688,665
09.12.2023 11:20;46688,714
09.12.2023 11:30;46688,760
09.12.2023 11:40;46688,804
09.12.2023 11:50;46688,841
09.12.2023 12:00;46688,877
09.12.2023 12:10;46688,907
09.12.2023 12:20;46688,950
09.12.2023 12:30;46688,992
09.12.2023 12:40;46689,045
09.12.2023 12:50;46689,154
09.12.2023 13:00;46689,226
09.12.2023 13:10;46689,333
09.12.2023 13:20;46689,602
09.12.2023 13:30;46689,746
09.12.2023 13:40;46690,014
09.12.2023 13:50;46690,335
09.12.2023 14:00;46690,395
09.12.2023 14:10;46690,443
09.12.2023 14:20;46690,511
09.12.2023 14:30;46690,544
09.12.2023 14:40;46690,551
09.12.2023 14:50;46690,562
09.12.2023 15:00;46690,589
09.12.2023 15:10;46690,617
09.12.2023 15:20;46690,631
09.12.2023 15:30;46690,640
09.12.2023 15:40;46690,647
09.12.2023 15:50;46690,659
09.12.2023 16:00;46690,672
09.12.2023 16:10;46690,675
09.12.2023 16:20;46690,676
09.12.2023 16:30;46690,677
09.12.2023 16:40;46690,678
09.12.2023 16:50;46690,678
09.12.2023 17:00;46690,678
09.12.2023 17:10;46690,678
09.12.2023 17:20;46690,678
09.12.2023 17:30;
09.12.2023 17:40;
09.12.2023 17:50;
09.12.2023 18:00;
09.12.2023 18:10;
09.12.2023 18:20;
09.12.2023 18:30;
09.12.2023 18:40;
09.12.2023 18:50;
09.12.2023 19:00;
09.12.2023 19:10;
09.12.2023 19:20;
09.12.2023 19:30;
09.12.2023 19:40;
09.12.2023 19:50;
09.12.2023 20:00;
09.12.2023 20:10;
09.12.2023 20:20;
09.12.2023 20:30;
09.12.2023 20:40;
09.12.2023 20:50;
09.12.2023 21:00;
09.12.2023 21:10;
09.12.2023 21:20;
09.12.2023 21:30;
09.12.2023 21:40;
09.12.2023 21:50;
09.12.2023 22:00;
09.12.2023 22:10;
09.12.2023 22:20;
09.12.2023 22:30;
09.12.2023 22:40;
09.12.2023 22:50;
09.12.2023 23:00;
09.12.2023 23:10;
09.12.2023 23:20;
09.12.2023 23:30;
09.12.2023 23:40;
09.12.2023 23:50;
