sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
25.12.2023 00:00;
25.12.2023 00:10;
25.12.2023 00:20;
25.12.2023 00:30;
25.12.2023 00:40;
25.12.2023 00:50;
25.12.2023 01:00;
25.12.2023 01:10;
25.12.2023 01:20;
25.12.2023 01:30;
25.12.2023 01:40;
25.12.2023 01:50;
25.12.2023 02:00;
25.12.2023 02:10;
25.12.2023 02:20;
25.12.2023 02:30;
25.12.2023 02:40;
25.12.2023 02:50;
25.12.2023 03:00;
25.12.2023 03:10;
25.12.2023 03:20;
25.12.2023 03:30;
25.12.2023 03:40;
25.12.2023 03:50;
25.12.2023 04:00;
25.12.2023 04:10;
25.12.2023 04:20;
25.12.2023 04:30;
25.12.2023 04:40;
25.12.2023 04:50;
25.12.2023 05:00;
25.12.2023 05:10;
25.12.2023 05:20;
25.12.2023 05:30;
25.12.2023 05:40;
25.12.2023 05:50;
25.12.2023 06:00;
25.12.2023 06:10;
25.12.2023 06:20;
25.12.2023 06:30;
25.12.2023 06:40;
25.12.2023 06:50;
25.12.2023 07:00;
25.12.2023 07:10;
25.12.2023 07:20;
25.12.2023 07:30;
25.12.2023 07:40;
25.12.2023 07:50;
25.12.2023 08:00;
25.12.2023 08:10;
25.12.2023 08:20;
25.12.2023 08:30;
25.12.2023 08:40;
25.12.2023 08:50;
25.12.2023 09:00;
25.12.2023 09:10;
25.12.2023 09:20;
25.12.2023 09:30;
25.12.2023 09:40;
25.12.2023 09:50;46720,047
25.12.2023 10:00;46720,047
25.12.2023 10:10;46720,047
25.12.2023 10:20;46720,047
25.12.2023 10:30;46720,048
25.12.2023 10:40;46720,050
25.12.2023 10:50;46720,052
25.12.2023 11:00;46720,057
25.12.2023 11:10;46720,064
25.12.2023 11:20;46720,068
25.12.2023 11:30;46720,082
25.12.2023 11:40;46720,098
25.12.2023 11:50;46720,107
25.12.2023 12:00;46720,121
25.12.2023 12:10;46720,141
25.12.2023 12:20;46720,165
25.12.2023 12:30;46720,189
25.12.2023 12:40;46720,210
25.12.2023 12:50;46720,237
25.12.2023 13:00;46720,262
25.12.2023 13:10;46720,285
25.12.2023 13:20;46720,308
25.12.2023 13:30;46720,330
25.12.2023 13:40;46720,353
25.12.2023 13:50;46720,377
25.12.2023 14:00;46720,397
25.12.2023 14:10;46720,414
25.12.2023 14:20;46720,434
25.12.2023 14:30;46720,450
25.12.2023 14:40;46720,464
25.12.2023 14:50;46720,481
25.12.2023 15:00;46720,500
25.12.2023 15:10;46720,520
25.12.2023 15:20;46720,534
25.12.2023 15:30;46720,556
25.12.2023 15:40;46720,566
25.12.2023 15:50;46720,571
25.12.2023 16:00;46720,576
25.12.2023 16:10;46720,580
25.12.2023 16:20;46720,586
25.12.2023 16:30;46720,587
25.12.2023 16:40;46720,589
25.12.2023 16:50;46720,589
25.12.2023 17:00;46720,589
25.12.2023 17:10;46720,589
25.12.2023 17:20;46720,589
25.12.2023 17:30;
25.12.2023 17:40;
25.12.2023 17:50;
25.12.2023 18:00;
25.12.2023 18:10;
25.12.2023 18:20;
25.12.2023 18:30;
25.12.2023 18:40;
25.12.2023 18:50;
25.12.2023 19:00;
25.12.2023 19:10;
25.12.2023 19:20;
25.12.2023 19:30;
25.12.2023 19:40;
25.12.2023 19:50;
25.12.2023 20:00;
25.12.2023 20:10;
25.12.2023 20:20;
25.12.2023 20:30;
25.12.2023 20:40;
25.12.2023 20:50;
25.12.2023 21:00;
25.12.2023 21:10;
25.12.2023 21:20;
25.12.2023 21:30;
25.12.2023 21:40;
25.12.2023 21:50;
25.12.2023 22:00;
25.12.2023 22:10;
25.12.2023 22:20;
25.12.2023 22:30;
25.12.2023 22:40;
25.12.2023 22:50;
25.12.2023 23:00;
25.12.2023 23:10;
25.12.2023 23:20;
25.12.2023 23:30;
25.12.2023 23:40;
25.12.2023 23:50;
