sep=;
Version CSV|Tool SunnyBeam2|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 3|Language de-DE|TZO=1|DST

;SN: 2001122827
;SB 3300     
;2001122827
;E-Total
;Counter
DD.MM.YYYY HH:mm;kWh
24.12.2023 00:00;
24.12.2023 00:10;
24.12.2023 00:20;
24.12.2023 00:30;
24.12.2023 00:40;
24.12.2023 00:50;
24.12.2023 01:00;
24.12.2023 01:10;
24.12.2023 01:20;
24.12.2023 01:30;
24.12.2023 01:40;
24.12.2023 01:50;
24.12.2023 02:00;
24.12.2023 02:10;
24.12.2023 02:20;
24.12.2023 02:30;
24.12.2023 02:40;
24.12.2023 02:50;
24.12.2023 03:00;
24.12.2023 03:10;
24.12.2023 03:20;
24.12.2023 03:30;
24.12.2023 03:40;
24.12.2023 03:50;
24.12.2023 04:00;
24.12.2023 04:10;
24.12.2023 04:20;
24.12.2023 04:30;
24.12.2023 04:40;
24.12.2023 04:50;
24.12.2023 05:00;
24.12.2023 05:10;
24.12.2023 05:20;
24.12.2023 05:30;
24.12.2023 05:40;
24.12.2023 05:50;
24.12.2023 06:00;
24.12.2023 06:10;
24.12.2023 06:20;
24.12.2023 06:30;
24.12.2023 06:40;
24.12.2023 06:50;
24.12.2023 07:00;
24.12.2023 07:10;
24.12.2023 07:20;
24.12.2023 07:30;
24.12.2023 07:40;
24.12.2023 07:50;
24.12.2023 08:00;
24.12.2023 08:10;
24.12.2023 08:20;
24.12.2023 08:30;
24.12.2023 08:40;
24.12.2023 08:50;
24.12.2023 09:00;
24.12.2023 09:10;
24.12.2023 09:20;
24.12.2023 09:30;
24.12.2023 09:40;
24.12.2023 09:50;46719,567
24.12.2023 10:00;46719,567
24.12.2023 10:10;46719,567
24.12.2023 10:20;46719,568
24.12.2023 10:30;46719,569
24.12.2023 10:40;46719,571
24.12.2023 10:50;46719,573
24.12.2023 11:00;46719,577
24.12.2023 11:10;46719,585
24.12.2023 11:20;46719,598
24.12.2023 11:30;46719,613
24.12.2023 11:40;46719,632
24.12.2023 11:50;46719,659
24.12.2023 12:00;46719,693
24.12.2023 12:10;46719,730
24.12.2023 12:20;46719,767
24.12.2023 12:30;46719,792
24.12.2023 12:40;46719,821
24.12.2023 12:50;46719,856
24.12.2023 13:00;46719,886
24.12.2023 13:10;46719,914
24.12.2023 13:20;46719,934
24.12.2023 13:30;46719,947
24.12.2023 13:40;46719,958
24.12.2023 13:50;46719,969
24.12.2023 14:00;46719,984
24.12.2023 14:10;46719,994
24.12.2023 14:20;46720,001
24.12.2023 14:30;46720,007
24.12.2023 14:40;46720,014
24.12.2023 14:50;46720,020
24.12.2023 15:00;46720,026
24.12.2023 15:10;46720,030
24.12.2023 15:20;46720,034
24.12.2023 15:30;46720,039
24.12.2023 15:40;46720,040
24.12.2023 15:50;46720,043
24.12.2023 16:00;46720,045
24.12.2023 16:10;46720,046
24.12.2023 16:20;46720,047
24.12.2023 16:30;46720,047
24.12.2023 16:40;46720,047
24.12.2023 16:50;46720,047
24.12.2023 17:00;46720,047
24.12.2023 17:10;46720,047
24.12.2023 17:20;46720,047
24.12.2023 17:30;
24.12.2023 17:40;
24.12.2023 17:50;
24.12.2023 18:00;
24.12.2023 18:10;
24.12.2023 18:20;
24.12.2023 18:30;
24.12.2023 18:40;
24.12.2023 18:50;
24.12.2023 19:00;
24.12.2023 19:10;
24.12.2023 19:20;
24.12.2023 19:30;
24.12.2023 19:40;
24.12.2023 19:50;
24.12.2023 20:00;
24.12.2023 20:10;
24.12.2023 20:20;
24.12.2023 20:30;
24.12.2023 20:40;
24.12.2023 20:50;
24.12.2023 21:00;
24.12.2023 21:10;
24.12.2023 21:20;
24.12.2023 21:30;
24.12.2023 21:40;
24.12.2023 21:50;
24.12.2023 22:00;
24.12.2023 22:10;
24.12.2023 22:20;
24.12.2023 22:30;
24.12.2023 22:40;
24.12.2023 22:50;
24.12.2023 23:00;
24.12.2023 23:10;
24.12.2023 23:20;
24.12.2023 23:30;
24.12.2023 23:40;
24.12.2023 23:50;
